id_colaborador,nome,sexo,idade,faixa_etaria,estado_civil,escolaridade,cidade,estado,regional,centro_distribuicao,pcd,data_admissao,tempo_empresa,gestor,tipo_contrato,modelo_trabalho,status
442,Dr. Noah Aparecida,Masculino,39,35-44,Solteiro,Pós,Recife,PE,Nordeste,CD Recife,Sim,2021-07-13,5.0,Hellena Sousa,CLT,Híbrido,Ativo
443,Antony da Luz,Masculino,27,25-34,Solteiro,Médio,Salvador,BA,Nordeste,CD Salvador,Não,2019-05-02,7.2,Maria Vitória da Rocha,Temporário,Presencial,Ativo
444,Gael Henrique Farias,Masculino,25,25-34,Solteiro,Técnico,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2016-02-13,10.4,Mateus Nunes,CLT,Presencial,Ativo
445,Theo Novaes,Masculino,44,35-44,Solteiro,Pós,Brasília,DF,Centro-Oeste,CD Brasília,Não,2018-08-31,7.8,Maitê da Cunha,CLT,Presencial,Ativo
446,Rebeca Marques,Masculino,31,25-34,Casado,Fundamental,Salvador,BA,Nordeste,CD Salvador,Não,2021-08-19,4.9,Luiz Gustavo Cavalcante,CLT,Presencial,Ativo
447,Yago Mendonça,Masculino,22,18-24,Casado,Médio,Campinas,SP,Sudeste,CD Campinas,Não,2020-05-17,6.1,Vitor Hugo Ramos,CLT,Presencial,Ativo
448,Vinicius Andrade,Masculino,37,35-44,Divorciado,Médio,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2025-12-06,0.6,Benicio Teixeira,CLT,Presencial,Ativo
449,Noah Carvalho,Feminino,26,25-34,Divorciado,Fundamental,Campinas,SP,Sudeste,CD Campinas,Não,2022-05-26,4.1,Isabel Azevedo,CLT,Presencial,Ativo
450,Srta. Alexia Cunha,Masculino,41,35-44,Casado,Médio,Brasília,DF,Centro-Oeste,CD Brasília,Não,2025-12-07,0.6,Mirella Freitas,CLT,Presencial,Ativo
451,Rodrigo Ribeiro,Feminino,46,45-54,Casado,Médio,Brasília,DF,Centro-Oeste,CD Brasília,Não,2021-11-23,4.6,Allana Abreu,CLT,Presencial,Ativo
452,Maria Sophia Albuquerque,Masculino,29,25-34,Solteiro,Superior,Curitiba,PR,Sul,CD Curitiba,Sim,2018-01-19,8.5,Vinícius Silveira,CLT,Presencial,Ativo
453,Vitor Gabriel da Paz,Feminino,40,35-44,Casado,Médio,Salvador,BA,Nordeste,CD Salvador,Não,2022-04-10,4.2,Theodoro Sampaio,CLT,Presencial,Ativo
454,Marina Cavalcanti,Feminino,42,35-44,Divorciado,Técnico,Goiânia,GO,Centro-Oeste,CD Goiânia,Sim,2025-12-10,0.6,Calebe Moura,CLT,Presencial,Ativo
455,Isaque Correia,Feminino,41,35-44,Solteiro,Médio,Curitiba,PR,Sul,CD Curitiba,Não,2020-08-06,5.9,Valentina da Cunha,CLT,Presencial,Ativo
456,Dr. Miguel Barros,Masculino,25,25-34,Solteiro,Superior,Curitiba,PR,Sul,CD Curitiba,Não,2019-03-30,7.3,Dr. Raul Nunes,CLT,Presencial,Ativo
457,Henry Gabriel da Rosa,Feminino,39,35-44,Solteiro,Médio,Curitiba,PR,Sul,CD Curitiba,Não,2017-01-10,9.5,Anna Liz Rezende,CLT,Presencial,Ativo
458,Ana Beatriz Borges,Masculino,36,35-44,Solteiro,Médio,Goiânia,GO,Centro-Oeste,CD Goiânia,Não,2018-06-13,8.1,Maria Helena Garcia,CLT,Presencial,Ativo
459,Olívia Araújo,Masculino,33,25-34,Solteiro,Superior,Brasília,DF,Centro-Oeste,CD Brasília,Não,2023-02-08,3.4,Alexia Sampaio,CLT,Híbrido,Ativo
460,Bryan Monteiro,Masculino,37,35-44,Solteiro,Superior,Campinas,SP,Sudeste,CD Campinas,Não,2020-07-29,5.9,Luísa Nunes,CLT,Presencial,Ativo
461,Vinícius Aparecida,Masculino,44,35-44,Solteiro,Médio,Brasília,DF,Centro-Oeste,CD Brasília,Não,2024-01-19,2.4,Heitor Sales,CLT,Presencial,Ativo
462,Olívia da Mata,Feminino,32,25-34,Solteiro,Técnico,Brasília,DF,Centro-Oeste,CD Brasília,Não,2023-08-05,2.9,Breno Rodrigues,CLT,Presencial,Ativo
463,Yago Nunes,Masculino,31,25-34,Casado,Superior,Salvador,BA,Nordeste,CD Salvador,Não,2017-04-09,9.2,Ana Beatriz Cavalcanti,CLT,Presencial,Ativo
464,Sr. Gustavo Henrique Pastor,Masculino,45,45-54,Divorciado,Pós,São Paulo,SP,Sudeste,CD São Paulo,Não,2017-07-11,9.0,Miguel Barbosa,CLT,Presencial,Inativo
465,Enrico Nunes,Feminino,33,25-34,Solteiro,Pós,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2021-06-06,5.1,Mathias Rocha,CLT,Presencial,Inativo
466,Luísa Gomes,Feminino,39,35-44,Solteiro,Superior,Brasília,DF,Centro-Oeste,CD Brasília,Não,2023-02-07,3.4,Srta. Anna Liz Montenegro,CLT,Presencial,Ativo
467,Sra. Ana Júlia Brito,Feminino,18,18-24,Solteiro,Técnico,Goiânia,GO,Centro-Oeste,CD Goiânia,Não,2017-11-20,8.6,Isabel Barbosa,CLT,Presencial,Ativo
468,Dr. Luan Alves,Feminino,39,35-44,Casado,Técnico,Recife,PE,Nordeste,CD Recife,Não,2024-10-31,1.7,Júlia Viana,CLT,Presencial,Ativo
469,Rebeca da Conceição,Masculino,35,35-44,Casado,Superior,Recife,PE,Nordeste,CD Recife,Não,2023-08-20,2.9,Dr. Pedro Cirino,CLT,Presencial,Ativo
470,Maria Helena Barros,Feminino,31,25-34,Casado,Pós,Recife,PE,Nordeste,CD Recife,Não,2021-07-07,5.0,Laís da Cruz,CLT,Presencial,Ativo
471,Srta. Antonella da Mata,Feminino,18,18-24,Solteiro,Médio,São Paulo,SP,Sudeste,CD São Paulo,Não,2025-05-20,1.1,Mateus Silva,CLT,Presencial,Ativo
472,Daniela Sousa,Masculino,27,25-34,Divorciado,Superior,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2017-07-23,8.9,Luiza Fonseca,CLT,Presencial,Ativo
473,Caleb Abreu,Masculino,25,25-34,Solteiro,Pós,Campinas,SP,Sudeste,CD Campinas,Não,2019-08-02,6.9,Pedro Miguel Fonseca,CLT,Presencial,Inativo
474,Cauã Cardoso,Masculino,37,35-44,Solteiro,Superior,Salvador,BA,Nordeste,CD Salvador,Não,2016-12-01,9.6,Francisco Lopes,Aprendiz,Presencial,Ativo
475,Sophie Jesus,Feminino,32,25-34,Solteiro,Superior,Brasília,DF,Centro-Oeste,CD Brasília,Não,2016-09-26,9.8,Apollo Borges,CLT,Presencial,Ativo
476,Sr. Luan Gomes,Feminino,18,18-24,Viúvo,Técnico,São Paulo,SP,Sudeste,CD São Paulo,Não,2025-11-20,0.6,João Vitor Jesus,CLT,Presencial,Ativo
477,Antonella Silveira,Feminino,26,25-34,Casado,Técnico,Campinas,SP,Sudeste,CD Campinas,Não,2022-08-12,3.9,Isabelly Oliveira,CLT,Presencial,Ativo
478,Eloá Rodrigues,Feminino,25,25-34,Casado,Técnico,Goiânia,GO,Centro-Oeste,CD Goiânia,Não,2025-11-12,0.6,Eloá Carvalho,CLT,Presencial,Ativo
479,Kevin da Mata,Masculino,37,35-44,Divorciado,Técnico,Salvador,BA,Nordeste,CD Salvador,Não,2018-02-17,8.4,Clara Azevedo,Temporário,Presencial,Ativo
480,Pedro Henrique da Mota,Masculino,32,25-34,Casado,Fundamental,Goiânia,GO,Centro-Oeste,CD Goiânia,Não,2019-09-30,6.8,Letícia Mendes,CLT,Presencial,Ativo
481,Luiz Miguel da Cunha,Masculino,44,35-44,Solteiro,Fundamental,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2024-08-18,1.9,Thales Peixoto,CLT,Híbrido,Ativo
482,Fernanda Marques,Feminino,27,25-34,Casado,Médio,Campinas,SP,Sudeste,CD Campinas,Não,2023-12-04,2.6,Davi Luiz da Rosa,CLT,Presencial,Ativo
483,Miguel Farias,Masculino,33,25-34,Solteiro,Superior,Brasília,DF,Centro-Oeste,CD Brasília,Sim,2021-08-18,4.9,Maria Helena Farias,CLT,Presencial,Ativo
484,Lívia Lopes,Masculino,45,45-54,Casado,Técnico,São Paulo,SP,Sudeste,CD São Paulo,Não,2018-06-05,8.1,Catarina da Rosa,CLT,Presencial,Inativo
485,Sr. Rhavi Dias,Masculino,36,35-44,Casado,Superior,Curitiba,PR,Sul,CD Curitiba,Não,2025-07-27,0.9,Miguel Dias,CLT,Presencial,Ativo
486,Samuel Oliveira,Masculino,59,55+,Casado,Técnico,Curitiba,PR,Sul,CD Curitiba,Não,2018-12-04,7.6,Luan Garcia,CLT,Presencial,Ativo
487,Matteo Fonseca,Masculino,29,25-34,Solteiro,Médio,Goiânia,GO,Centro-Oeste,CD Goiânia,Não,2016-02-01,10.4,Guilherme Pastor,CLT,Presencial,Inativo
488,Emilly Rodrigues,Feminino,20,18-24,Casado,Superior,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2020-12-13,5.6,Amanda Siqueira,CLT,Presencial,Ativo
489,Giovanna Macedo,Masculino,57,55+,Solteiro,Técnico,São Paulo,SP,Sudeste,CD São Paulo,Não,2026-04-19,0.2,Bernardo Vieira,CLT,Presencial,Ativo
490,Sara Carvalho,Feminino,39,35-44,Casado,Médio,Goiânia,GO,Centro-Oeste,CD Goiânia,Não,2021-06-13,5.1,Liz da Costa,CLT,Presencial,Ativo
491,Eduardo Silva,Masculino,50,45-54,Solteiro,Médio,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2020-10-17,5.7,Maria Flor Barbosa,CLT,Presencial,Ativo
492,Pietra Pacheco,Masculino,42,35-44,Solteiro,Técnico,Campinas,SP,Sudeste,CD Campinas,Não,2025-09-30,0.8,Yasmin Montenegro,CLT,Presencial,Ativo
493,Sra. Ísis Andrade,Feminino,18,18-24,Casado,Superior,Curitiba,PR,Sul,CD Curitiba,Não,2021-07-27,4.9,Sr. Cauê Vargas,CLT,Presencial,Ativo
494,Luiz Gustavo Cavalcante,Feminino,57,55+,Casado,Superior,Recife,PE,Nordeste,CD Recife,Não,2020-06-08,6.1,Ana Clara Nunes,CLT,Presencial,Ativo
495,Maria Liz Sá,Masculino,35,35-44,Casado,Médio,São Paulo,SP,Sudeste,CD São Paulo,Não,2017-04-03,9.2,Dr. Cauê Albuquerque,CLT,Presencial,Ativo
496,José Pedro Câmara,Feminino,28,25-34,Solteiro,Médio,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2022-12-17,3.5,Stella Novais,CLT,Presencial,Ativo
497,Hellena Machado,Feminino,35,35-44,Casado,Fundamental,Salvador,BA,Nordeste,CD Salvador,Sim,2025-11-17,0.6,Dr. Ravi Vargas,CLT,Presencial,Ativo
498,Sarah Cassiano,Masculino,37,35-44,Casado,Técnico,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2019-08-19,6.9,Sr. Rodrigo Caldeira,Temporário,Presencial,Ativo
499,Oliver Barros,Feminino,50,45-54,Solteiro,Médio,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2020-04-02,6.2,Diego Ferreira,CLT,Presencial,Ativo
500,Luigi Marques,Feminino,40,35-44,Casado,Médio,Brasília,DF,Centro-Oeste,CD Brasília,Não,2024-03-10,2.3,Vicente Mendes,CLT,Híbrido,Ativo
501,Dr. Calebe Macedo,Masculino,39,35-44,Casado,Técnico,Curitiba,PR,Sul,CD Curitiba,Não,2025-01-20,1.4,Dra. Milena Dias,CLT,Presencial,Ativo
502,Kaique Aparecida,Masculino,28,25-34,Solteiro,Superior,São Paulo,SP,Sudeste,CD São Paulo,Não,2025-08-31,0.8,Srta. Alícia Fernandes,Temporário,Presencial,Ativo
503,Bianca Rocha,Feminino,45,45-54,Solteiro,Superior,Goiânia,GO,Centro-Oeste,CD Goiânia,Não,2017-06-23,9.0,Joaquim Moreira,CLT,Presencial,Ativo
504,Yuri Castro,Masculino,43,35-44,Casado,Pós,Brasília,DF,Centro-Oeste,CD Brasília,Não,2025-02-18,1.4,Dr. Ravi da Conceição,CLT,Presencial,Ativo
505,Ester Cirino,Masculino,34,25-34,Casado,Técnico,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2026-03-21,0.3,Marina Gonçalves,CLT,Presencial,Ativo
506,Gael Henrique Machado,Feminino,29,25-34,Divorciado,Médio,Curitiba,PR,Sul,CD Curitiba,Não,2019-11-22,6.6,Mariane Gomes,CLT,Presencial,Ativo
507,Heitor Costela,Masculino,27,25-34,Casado,Fundamental,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2021-02-08,5.4,Benício Oliveira,CLT,Presencial,Ativo
508,Vitor Gabriel Cirino,Masculino,48,45-54,Casado,Médio,Goiânia,GO,Centro-Oeste,CD Goiânia,Não,2022-09-17,3.8,Dr. Gael Henrique Marques,CLT,Presencial,Ativo
509,João Rios,Masculino,30,25-34,Casado,Técnico,Salvador,BA,Nordeste,CD Salvador,Não,2020-09-10,5.8,Vitória Porto,CLT,Presencial,Ativo
510,Dr. Matteo Pastor,Feminino,47,45-54,Divorciado,Técnico,Recife,PE,Nordeste,CD Recife,Não,2025-05-20,1.1,Luiz Fernando Fogaça,CLT,Presencial,Ativo
511,Emanuella Rocha,Masculino,39,35-44,Casado,Médio,Curitiba,PR,Sul,CD Curitiba,Não,2017-09-16,8.8,Sra. Antonella Rocha,CLT,Híbrido,Ativo
512,Levi Campos,Feminino,29,25-34,Casado,Técnico,Salvador,BA,Nordeste,CD Salvador,Não,2021-06-05,5.1,Leandro Camargo,CLT,Híbrido,Ativo
513,Marcelo Sales,Feminino,31,25-34,Casado,Médio,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2024-06-06,2.1,Thomas Gomes,CLT,Presencial,Ativo
514,Cecilia Oliveira,Feminino,43,35-44,Solteiro,Superior,Goiânia,GO,Centro-Oeste,CD Goiânia,Não,2026-05-09,0.1,Mariana Cirino,CLT,Presencial,Ativo
515,Zoe Sales,Masculino,36,35-44,Solteiro,Médio,Salvador,BA,Nordeste,CD Salvador,Não,2020-01-05,6.5,Emanuella Novais,CLT,Presencial,Ativo
516,Samuel da Paz,Masculino,36,35-44,Solteiro,Superior,Recife,PE,Nordeste,CD Recife,Não,2025-07-08,1.0,Francisco Dias,CLT,Presencial,Ativo
517,Ana Júlia Fogaça,Masculino,27,25-34,Solteiro,Pós,Brasília,DF,Centro-Oeste,CD Brasília,Não,2023-06-24,3.0,Ryan Carvalho,CLT,Presencial,Ativo
518,Matheus Novais,Feminino,31,25-34,Solteiro,Técnico,Campinas,SP,Sudeste,CD Campinas,Não,2023-12-07,2.6,Sabrina Jesus,CLT,Presencial,Ativo
519,Rebeca Leão,Feminino,26,25-34,Casado,Fundamental,São Paulo,SP,Sudeste,CD São Paulo,Não,2022-06-13,4.1,Sra. Rebeca Cavalcante,CLT,Presencial,Ativo
520,Arthur Vieira,Masculino,37,35-44,Solteiro,Fundamental,Guarulhos,SP,Sudeste,CD Guarulhos,Sim,2016-12-25,9.5,João Vitor Andrade,CLT,Presencial,Ativo
521,Henry Gabriel Nascimento,Feminino,38,35-44,Solteiro,Médio,Goiânia,GO,Centro-Oeste,CD Goiânia,Não,2016-08-21,9.9,Enzo Gabriel Vasconcelos,CLT,Presencial,Ativo
522,Sabrina Novaes,Masculino,21,18-24,Viúvo,Médio,Brasília,DF,Centro-Oeste,CD Brasília,Não,2025-04-11,1.2,Brenda Oliveira,CLT,Presencial,Ativo
523,João Felipe Vasconcelos,Feminino,33,25-34,Casado,Superior,Recife,PE,Nordeste,CD Recife,Não,2020-09-17,5.8,Maria Clara Nogueira,CLT,Híbrido,Ativo
524,Pedro Lucas Nogueira,Masculino,42,35-44,Casado,Médio,Recife,PE,Nordeste,CD Recife,Não,2025-08-24,0.9,Otávio Caldeira,CLT,Presencial,Ativo
525,Dra. Isadora da Rosa,Feminino,33,25-34,Casado,Médio,Brasília,DF,Centro-Oeste,CD Brasília,Não,2024-08-24,1.9,Rael da Luz,Temporário,Presencial,Ativo
526,Sr. Pedro Lucas Campos,Feminino,35,35-44,Divorciado,Superior,São Paulo,SP,Sudeste,CD São Paulo,Não,2020-05-25,6.1,Gustavo Henrique Sousa,CLT,Presencial,Ativo
527,Marcela Santos,Feminino,27,25-34,Divorciado,Técnico,Campinas,SP,Sudeste,CD Campinas,Não,2016-06-09,10.1,Mariane Cavalcante,CLT,Presencial,Ativo
528,Cecilia Viana,Feminino,39,35-44,Solteiro,Fundamental,Recife,PE,Nordeste,CD Recife,Não,2017-06-11,9.1,Gustavo Araújo,CLT,Presencial,Ativo
529,Marcela Nascimento,Feminino,45,45-54,Casado,Superior,Brasília,DF,Centro-Oeste,CD Brasília,Não,2016-05-12,10.1,Vitor Gabriel Cavalcante,CLT,Presencial,Ativo
530,Dr. João Vitor Oliveira,Feminino,31,25-34,Divorciado,Médio,São Paulo,SP,Sudeste,CD São Paulo,Não,2022-12-14,3.5,Théo Rocha,CLT,Presencial,Ativo
531,Davi Luiz Sá,Masculino,32,25-34,Casado,Superior,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2025-10-06,0.7,Ana Liz da Mota,CLT,Presencial,Ativo
532,Carolina Sampaio,Feminino,33,25-34,Divorciado,Médio,Salvador,BA,Nordeste,CD Salvador,Não,2019-03-18,7.3,Josué Casa Grande,CLT,Presencial,Ativo
533,Sra. Isadora Teixeira,Feminino,40,35-44,Solteiro,Superior,Brasília,DF,Centro-Oeste,CD Brasília,Não,2018-01-28,8.4,Maria Júlia Mendonça,CLT,Presencial,Ativo
534,João Felipe Pires,Feminino,47,45-54,Solteiro,Técnico,São Paulo,SP,Sudeste,CD São Paulo,Não,2022-07-05,4.0,Maria Flor Machado,CLT,Presencial,Ativo
535,Caleb Guerra,Feminino,28,25-34,Divorciado,Médio,São Paulo,SP,Sudeste,CD São Paulo,Não,2021-07-24,4.9,Lara Sales,CLT,Híbrido,Ativo
536,Dr. Ryan Duarte,Masculino,35,35-44,Casado,MBA,Recife,PE,Nordeste,CD Recife,Não,2018-02-22,8.4,Agatha Vasconcelos,CLT,Presencial,Ativo
537,Srta. Natália Porto,Masculino,39,35-44,Casado,Médio,Goiânia,GO,Centro-Oeste,CD Goiânia,Não,2020-01-13,6.5,Maria Alice Azevedo,CLT,Presencial,Ativo
538,Maria Laura Cunha,Masculino,41,35-44,Casado,Médio,São Paulo,SP,Sudeste,CD São Paulo,Não,2021-01-30,5.4,Hadassa Monteiro,CLT,Presencial,Ativo
539,Lorenzo da Paz,Feminino,31,25-34,Solteiro,Médio,São Paulo,SP,Sudeste,CD São Paulo,Não,2022-05-10,4.1,Sr. Ryan Viana,CLT,Presencial,Ativo
540,Sr. Augusto Brito,Masculino,24,18-24,Solteiro,Médio,Campinas,SP,Sudeste,CD Campinas,Não,2024-12-10,1.6,Natália Almeida,CLT,Presencial,Ativo
541,Emanuel Macedo,Masculino,47,45-54,Casado,Médio,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2023-07-27,2.9,Agatha Lima,CLT,Presencial,Ativo
542,Davi Lucca Rezende,Feminino,18,18-24,Casado,Médio,Goiânia,GO,Centro-Oeste,CD Goiânia,Não,2016-07-15,10.0,Emanuel da Mota,CLT,Presencial,Ativo
543,Luiz Miguel da Cunha,Feminino,44,35-44,Casado,Médio,Salvador,BA,Nordeste,CD Salvador,Não,2017-01-10,9.5,Marcelo Rios,CLT,Presencial,Ativo
544,Eloah Aragão,Feminino,32,25-34,Casado,Técnico,Campinas,SP,Sudeste,CD Campinas,Não,2023-01-12,3.5,Lorena Silveira,CLT,Presencial,Ativo
545,Srta. Mariane Rezende,Masculino,35,35-44,Solteiro,Superior,Recife,PE,Nordeste,CD Recife,Não,2021-10-23,4.7,Calebe Abreu,CLT,Presencial,Ativo
546,Rhavi Barbosa,Feminino,40,35-44,Divorciado,Médio,Brasília,DF,Centro-Oeste,CD Brasília,Não,2024-05-21,2.1,Henry Gabriel Moreira,CLT,Presencial,Ativo
547,Melina Albuquerque,Feminino,26,25-34,Solteiro,Médio,Brasília,DF,Centro-Oeste,CD Brasília,Não,2021-11-27,4.6,Luigi Campos,CLT,Presencial,Ativo
548,Caroline Mendes,Feminino,26,25-34,Solteiro,Técnico,Campinas,SP,Sudeste,CD Campinas,Sim,2019-03-14,7.3,Ian Gomes,CLT,Presencial,Ativo
549,Cauã Caldeira,Feminino,33,25-34,Casado,Técnico,Brasília,DF,Centro-Oeste,CD Brasília,Não,2017-06-01,9.1,Dr. Kaique Carvalho,CLT,Híbrido,Ativo
550,Catarina Ramos,Feminino,28,25-34,Casado,Técnico,São Paulo,SP,Sudeste,CD São Paulo,Não,2021-04-12,5.2,Cecília Azevedo,CLT,Presencial,Ativo
551,Alexia Pimenta,Feminino,48,45-54,Viúvo,Superior,Curitiba,PR,Sul,CD Curitiba,Não,2024-06-10,2.1,Eloah Macedo,CLT,Presencial,Ativo
552,Sr. Dom Jesus,Feminino,53,45-54,Viúvo,Fundamental,Campinas,SP,Sudeste,CD Campinas,Não,2022-11-02,3.7,Melina Cunha,CLT,Presencial,Ativo
553,Carlos Eduardo Carvalho,Feminino,29,25-34,Casado,Técnico,Campinas,SP,Sudeste,CD Campinas,Não,2022-12-31,3.5,Matheus Ferreira,CLT,Presencial,Ativo
554,Luara Vieira,Feminino,42,35-44,Viúvo,Fundamental,Curitiba,PR,Sul,CD Curitiba,Não,2017-07-27,8.9,Josué da Mota,CLT,Presencial,Ativo
555,Antonella da Cruz,Feminino,39,35-44,Casado,Médio,Recife,PE,Nordeste,CD Recife,Não,2024-08-20,1.9,Larissa Vasconcelos,CLT,Presencial,Ativo
556,Srta. Liz Costela,Masculino,29,25-34,Solteiro,Técnico,Brasília,DF,Centro-Oeste,CD Brasília,Não,2025-11-09,0.6,Sophia Correia,CLT,Presencial,Ativo
557,Sra. Laís Ramos,Masculino,33,25-34,Casado,Técnico,Curitiba,PR,Sul,CD Curitiba,Não,2024-05-03,2.2,Isaque Monteiro,CLT,Presencial,Inativo
558,Brenda da Costa,Masculino,44,35-44,Solteiro,Superior,Salvador,BA,Nordeste,CD Salvador,Não,2023-06-29,3.0,Ana Sophia Moura,CLT,Híbrido,Ativo
559,Luiz Miguel Dias,Feminino,34,25-34,Casado,Técnico,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2017-11-17,8.6,Mathias Nunes,CLT,Presencial,Ativo
560,Maria Clara Nogueira,Feminino,25,25-34,Casado,Pós,Salvador,BA,Nordeste,CD Salvador,Não,2022-05-30,4.1,Emanuella Teixeira,CLT,Remoto,Ativo
561,Ana Sophia Almeida,Masculino,49,45-54,Solteiro,Técnico,Goiânia,GO,Centro-Oeste,CD Goiânia,Não,2019-09-07,6.8,Ana Lívia Albuquerque,CLT,Presencial,Ativo
562,Henrique Aparecida,Masculino,27,25-34,Solteiro,Pós,Recife,PE,Nordeste,CD Recife,Não,2026-02-17,0.4,Miguel Montenegro,CLT,Presencial,Ativo
563,Theodoro Vargas,Masculino,33,25-34,Casado,Superior,Salvador,BA,Nordeste,CD Salvador,Não,2016-05-05,10.2,Mariana Sampaio,CLT,Presencial,Ativo
564,Antonella Porto,Masculino,33,25-34,Casado,Pós,São Paulo,SP,Sudeste,CD São Paulo,Não,2016-01-24,10.4,Zoe Pimenta,CLT,Presencial,Inativo
565,João Lucas Barros,Feminino,35,35-44,Solteiro,Pós,São Paulo,SP,Sudeste,CD São Paulo,Não,2020-10-01,5.8,Bruno Moraes,CLT,Presencial,Ativo
566,Eduardo Nascimento,Masculino,46,45-54,Casado,Fundamental,São Paulo,SP,Sudeste,CD São Paulo,Não,2017-06-23,9.0,Dr. Benício das Neves,CLT,Presencial,Ativo
567,Sra. Isabella Araújo,Masculino,47,45-54,Solteiro,Pós,Curitiba,PR,Sul,CD Curitiba,Não,2021-08-21,4.9,Caio Lopes,Temporário,Presencial,Ativo
568,Rafael Pimenta,Feminino,40,35-44,Casado,Pós,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2022-10-14,3.7,Ana Laura das Neves,CLT,Presencial,Ativo
569,Emanuella Campos,Masculino,40,35-44,Viúvo,Pós,Salvador,BA,Nordeste,CD Salvador,Não,2020-07-01,6.0,Davi Miguel Sampaio,Aprendiz,Presencial,Ativo
570,Enrico Monteiro,Masculino,29,25-34,Casado,Superior,Salvador,BA,Nordeste,CD Salvador,Não,2020-09-18,5.8,Dr. Enzo Freitas,CLT,Presencial,Ativo
571,João Felipe Siqueira,Feminino,24,18-24,Viúvo,Superior,Salvador,BA,Nordeste,CD Salvador,Não,2018-03-12,8.3,Arthur Farias,CLT,Presencial,Ativo
572,Júlia Moura,Masculino,32,25-34,Casado,Fundamental,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2021-11-02,4.7,João Silva,CLT,Presencial,Ativo
573,Ana Vitória Monteiro,Masculino,43,35-44,Casado,Médio,Goiânia,GO,Centro-Oeste,CD Goiânia,Não,2019-03-02,7.3,Sophia Fonseca,CLT,Remoto,Ativo
574,Theo Nunes,Masculino,38,35-44,Casado,Técnico,Campinas,SP,Sudeste,CD Campinas,Não,2018-08-20,7.9,Léo Castro,CLT,Presencial,Ativo
575,Cauã Oliveira,Feminino,24,18-24,Casado,Médio,Goiânia,GO,Centro-Oeste,CD Goiânia,Sim,2018-09-14,7.8,Bruna da Conceição,CLT,Presencial,Ativo
576,Dra. Agatha Aparecida,Masculino,43,35-44,Viúvo,Técnico,São Paulo,SP,Sudeste,CD São Paulo,Não,2024-05-05,2.2,Joaquim Aparecida,CLT,Presencial,Ativo
577,Maria Clara Gomes,Feminino,31,25-34,Casado,Médio,Salvador,BA,Nordeste,CD Salvador,Não,2017-12-23,8.5,Felipe Andrade,CLT,Presencial,Ativo
578,Mariah Câmara,Feminino,33,25-34,Casado,Pós,Brasília,DF,Centro-Oeste,CD Brasília,Não,2022-12-14,3.5,Sr. Oliver Silveira,CLT,Presencial,Ativo
579,Dr. Breno Oliveira,Feminino,43,35-44,Solteiro,Médio,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2017-06-07,9.1,Sr. Theodoro Rocha,CLT,Presencial,Ativo
580,Felipe Câmara,Masculino,19,18-24,Casado,Superior,Curitiba,PR,Sul,CD Curitiba,Não,2017-08-07,8.9,Ana Clara Guerra,CLT,Presencial,Ativo
581,Ravi Lucca da Paz,Feminino,27,25-34,Divorciado,Pós,Salvador,BA,Nordeste,CD Salvador,Não,2019-01-09,7.5,Luan Borges,CLT,Presencial,Ativo
582,Mirella Albuquerque,Masculino,42,35-44,Casado,Técnico,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2021-11-22,4.6,Sr. João Vitor Nunes,CLT,Presencial,Ativo
583,Joaquim Martins,Feminino,36,35-44,Solteiro,Superior,Goiânia,GO,Centro-Oeste,CD Goiânia,Não,2016-12-18,9.5,Dr. Gael Henrique Siqueira,CLT,Presencial,Ativo
584,Isabelly Cassiano,Masculino,31,25-34,Solteiro,Técnico,Salvador,BA,Nordeste,CD Salvador,Não,2016-06-14,10.1,Nicolas Alves,CLT,Presencial,Ativo
585,Vitor Hugo Ferreira,Masculino,28,25-34,Casado,Fundamental,Recife,PE,Nordeste,CD Recife,Não,2019-02-15,7.4,Alexia Farias,CLT,Presencial,Ativo
586,Marcos Vinicius Sousa,Feminino,40,35-44,Solteiro,Superior,Curitiba,PR,Sul,CD Curitiba,Não,2018-09-03,7.8,Sra. Bella Costela,CLT,Presencial,Ativo
587,Isabela Leão,Feminino,33,25-34,Solteiro,Pós,Campinas,SP,Sudeste,CD Campinas,Não,2020-09-10,5.8,Ana Liz Casa Grande,CLT,Presencial,Ativo
588,Sra. Ayla Aparecida,Masculino,48,45-54,Solteiro,Médio,São Paulo,SP,Sudeste,CD São Paulo,Não,2025-10-14,0.7,Vicente Jesus,CLT,Presencial,Ativo
