id_colaborador,nome,sexo,idade,estado_civil,escolaridade,cidade,estado,regional,centro_distribuicao,departamento,cargo,gestor,data_admissao,tempo_empresa,salario,tipo_contrato,modelo_trabalho,pcd,status,turnover,motivo_desligamento,faltas,absenteismo,dias_afastamento,tipo_afastamento,horas_extras,banco_horas,sla_recrutamento,nota_desempenho,engajamento,horas_treinamento,promovido,ferias_pendentes
761,Dra. Luara Silva,Feminino,27,Casado,Técnico,São Paulo,SP,Sudeste,CD São Paulo,Operações,Supervisor,Dra. Helena Costa,2022-06-29,4,10019,CLT,Presencial,Não,Ativo,Não,,4,"3,17",0,,42,-7,34,"2,7",91,35,Não,3
762,João Vitor Rodrigues,Feminino,40,Solteiro,Pós,São Paulo,SP,Sudeste,CD São Paulo,Operações,Auxiliar Operacional,Sr. Felipe Montenegro,2017-03-13,"9,3",2430,CLT,Presencial,Não,Ativo,Não,,2,"2,69",5,Acidente,18,5,40,"3,6",88,28,Não,4
763,Luna Santos,Masculino,43,Divorciado,Técnico,São Paulo,SP,Sudeste,CD São Paulo,RH,Analista,Luiz Gustavo Novais,2022-12-30,"3,5",5280,CLT,Presencial,Não,Ativo,Não,,2,"0,26",2,Licença Médica,33,33,34,"3,3",79,10,Não,17
764,Maria Vitória Rocha,Feminino,24,Solteiro,Pós,São Paulo,SP,Sudeste,CD São Paulo,Financeiro,Assistente,Dra. Laura Lima,2019-08-31,"6,8",3758,CLT,Presencial,Não,Ativo,Não,,2,3,0,,52,18,50,"3,5",74,17,Não,27
765,Vicente Caldeira,Feminino,39,Solteiro,Médio,São Paulo,SP,Sudeste,CD São Paulo,RH,Analista,Mateus Casa Grande,2016-04-26,"10,2",6180,CLT,Presencial,Não,Ativo,Não,,2,"2,18",0,,49,14,26,"2,8",73,11,Não,30
766,Benjamin Costa,Feminino,35,Casado,Fundamental,Brasília,DF,Centro-Oeste,CD Brasília,Last Mile,Motorista,Enrico da Paz,2016-03-14,"10,3",4435,CLT,Presencial,Não,Ativo,Não,,1,"2,81",15,Acidente,57,-13,59,"2,8",51,5,Não,26
767,Isis Casa Grande,Feminino,27,Casado,Superior,Salvador,BA,Nordeste,CD Salvador,Centro de Distribuição,Conferente,Juan Costela,2023-04-06,"3,2",2809,CLT,Presencial,Não,Ativo,Não,,0,"5,82",10,Acidente,36,31,24,"3,4",72,3,Não,25
768,Ana Beatriz Fogaça,Feminino,44,Solteiro,Pós,Campinas,SP,Sudeste,CD Campinas,Centro de Distribuição,Conferente,Bella Pimenta,2023-01-02,"3,5",2657,CLT,Presencial,Não,Ativo,Não,,3,"2,44",5,Acidente,37,14,10,"3,4",64,23,Não,15
769,Heloisa Souza,Feminino,34,Divorciado,Técnico,São Paulo,SP,Sudeste,CD São Paulo,Atendimento,Analista,Maria Julia da Costa,2018-11-03,"7,7",4654,CLT,Presencial,Não,Ativo,Não,,2,"2,61",10,Licença Médica,38,-19,44,"3,7",77,19,Não,27
770,Laura Sales,Masculino,27,Solteiro,Técnico,Goiânia,GO,Centro-Oeste,CD Goiânia,Operações,Conferente,Ana Julia Garcia,2025-07-03,1,2673,CLT,Presencial,Não,Ativo,Não,,1,"3,1",2,Licença Médica,32,1,26,"2,2",86,19,Não,19
771,Maria Vitória Viana,Feminino,29,Divorciado,Fundamental,Guarulhos,SP,Sudeste,CD Guarulhos,Last Mile,Coordenador,Luara Novaes,2016-10-31,"9,7",14491,CLT,Híbrido,Não,Ativo,Não,,0,"1,8",0,,22,-10,55,3,72,17,Não,6
772,Anthony Gabriel Souza,Feminino,52,Viúvo,Médio,Salvador,BA,Nordeste,CD Salvador,Last Mile,Coordenador,Guilherme Pinto,2025-03-16,"1,3",14202,CLT,Presencial,Não,Ativo,Não,,2,"3,86",0,,47,-12,55,"3,2",75,1,Não,20
773,Heloisa Porto,Masculino,45,Casado,Pós,Goiânia,GO,Centro-Oeste,CD Goiânia,Last Mile,Motorista,Dra. Maria Eduarda Sá,2018-07-06,8,3494,Temporário,Presencial,Não,Ativo,Não,,3,"2,86",0,,3,18,47,"3,4",80,13,Não,22
774,Ísis Sousa,Feminino,33,Solteiro,Superior,Curitiba,PR,Sul,CD Curitiba,Atendimento,Analista,Fernanda Vasconcelos,2018-02-05,"8,4",5171,CLT,Presencial,Sim,Ativo,Não,,3,"3,46",2,INSS,14,-5,19,"4,1",95,19,Não,15
775,Srta. Laís Machado,Masculino,57,Solteiro,Médio,São Paulo,SP,Sudeste,CD São Paulo,Operações,Conferente,Breno Cirino,2023-03-24,"3,3",2243,CLT,Híbrido,Não,Ativo,Não,,1,"1,76",5,INSS,13,22,59,4,56,5,Não,0
776,Théo Campos,Masculino,27,Viúvo,Técnico,Curitiba,PR,Sul,CD Curitiba,Centro de Distribuição,Supervisor,Ana Cecília Lima,2021-07-12,5,7253,Temporário,Presencial,Não,Ativo,Não,,3,"4,59",0,,30,13,41,"3,3",73,5,Não,21
777,João Cardoso,Masculino,39,Solteiro,Médio,Recife,PE,Nordeste,CD Recife,Operações,Conferente,José Miguel Abreu,2016-06-29,10,2738,CLT,Híbrido,Não,Ativo,Não,,2,"1,75",15,INSS,35,32,13,"3,5",81,31,Não,18
778,Dr. Eduardo Aparecida,Feminino,35,Solteiro,Médio,Salvador,BA,Nordeste,CD Salvador,Operações,Auxiliar Operacional,Lorenzo Peixoto,2023-06-26,3,1988,Aprendiz,Presencial,Sim,Ativo,Não,,2,"4,43",10,INSS,40,-11,40,"2,4",68,10,Não,24
779,Kevin Mendonça,Masculino,21,Solteiro,Médio,Salvador,BA,Nordeste,CD Salvador,Atendimento,Analista,Maria Alice Barbosa,2018-10-08,"7,7",5991,CLT,Presencial,Não,Ativo,Não,,5,"4,37",0,,44,28,37,"1,9",79,36,Não,12
780,Sra. Valentina Câmara,Masculino,28,Solteiro,Superior,Brasília,DF,Centro-Oeste,CD Brasília,Operações,Auxiliar Operacional,Vicente Azevedo,2023-05-30,"3,1",2531,CLT,Presencial,Não,Ativo,Não,,2,"3,23",0,,27,-1,25,"2,2",61,33,Não,13
781,Eduarda Leão,Feminino,38,Solteiro,Médio,Campinas,SP,Sudeste,CD Campinas,Transporte,Analista,Zoe Guerra,2018-03-02,"8,3",5264,CLT,Remoto,Não,Ativo,Não,,3,"4,37",5,INSS,42,-1,25,"1,9",53,4,Não,23
782,Luiz Fernando Câmara,Masculino,33,Divorciado,Médio,São Paulo,SP,Sudeste,CD São Paulo,Operações,Supervisor,Lucas Farias,2017-01-02,"9,5",7410,CLT,Presencial,Não,Inativo,Sim,Desligamento sem Justa Causa,1,"3,72",5,Licença Médica,46,10,29,"3,3",63,18,Não,1
783,Dr. Henrique Sá,Feminino,30,Divorciado,Técnico,Brasília,DF,Centro-Oeste,CD Brasília,Last Mile,Coordenador,Vitória Melo,2016-12-30,"9,5",11855,Temporário,Presencial,Não,Ativo,Não,,2,"4,12",0,,53,12,52,"2,8",74,6,Não,5
784,Alexia Camargo,Masculino,29,Solteiro,Médio,Guarulhos,SP,Sudeste,CD Guarulhos,Centro de Distribuição,Auxiliar Operacional,Manuella Machado,2016-07-29,"9,9",2062,CLT,Presencial,Não,Ativo,Não,,2,"4,96",0,,50,28,45,"2,6",100,6,Não,4
785,Joaquim Aparecida,Masculino,29,Solteiro,Fundamental,Brasília,DF,Centro-Oeste,CD Brasília,Operações,Auxiliar Operacional,Luna Garcia,2025-06-23,1,2578,CLT,Presencial,Não,Ativo,Não,,1,"1,33",0,,13,25,56,"3,4",94,16,Não,11
786,Matheus da Cunha,Feminino,36,Viúvo,Médio,Campinas,SP,Sudeste,CD Campinas,Operações,Supervisor,Larissa Alves,2020-03-06,"6,3",7358,Temporário,Presencial,Não,Ativo,Não,,4,"0,21",2,Licença Médica,2,-5,60,"3,3",83,12,Não,22
787,Maria Fernanda Moraes,Feminino,27,Casado,Técnico,Guarulhos,SP,Sudeste,CD Guarulhos,Operações,Supervisor,Melissa Mendonça,2023-04-27,"3,2",7088,Temporário,Presencial,Não,Ativo,Não,,2,"2,38",10,Acidente,9,22,12,"2,9",85,40,Não,7
788,Juan Rezende,Masculino,38,Solteiro,Médio,Guarulhos,SP,Sudeste,CD Guarulhos,Last Mile,Coordenador,Lorenzo Moraes,2017-03-22,"9,3",13511,CLT,Presencial,Não,Ativo,Não,,1,2,5,Acidente,0,27,36,"4,3",53,14,Não,6
789,Calebe Cavalcante,Feminino,23,Casado,Técnico,São Paulo,SP,Sudeste,CD São Paulo,Operações,Conferente,Yasmin Abreu,2016-12-26,"9,5",2201,CLT,Presencial,Não,Ativo,Não,,1,"0,67",10,INSS,5,16,29,"2,5",82,22,Não,9
790,Ana Luiza Costela,Masculino,40,Casado,Superior,São Paulo,SP,Sudeste,CD São Paulo,Centro de Distribuição,Auxiliar Operacional,Hadassa Rodrigues,2020-09-09,"5,8",2418,CLT,Presencial,Não,Ativo,Não,,1,"1,55",0,,12,33,12,"3,4",55,28,Não,9
791,Bella Costela,Feminino,33,Solteiro,Médio,Campinas,SP,Sudeste,CD Campinas,Operações,Supervisor,Maya Ramos,2024-08-06,"1,9",9916,CLT,Presencial,Não,Ativo,Não,,0,"4,79",0,,33,-20,60,"3,2",48,24,Não,30
792,Eduardo Alves,Feminino,52,Casado,Técnico,Campinas,SP,Sudeste,CD Campinas,Last Mile,Motorista,Luísa Andrade,2026-04-07,"0,2",4182,CLT,Presencial,Não,Ativo,Não,,1,"2,95",0,,4,37,46,"2,8",53,31,Não,10
793,Brayan Aragão,Masculino,42,Solteiro,Médio,Guarulhos,SP,Sudeste,CD Guarulhos,Last Mile,Supervisor,José Novais,2022-08-17,"3,9",7917,CLT,Presencial,Não,Ativo,Não,,0,"1,65",0,,32,4,51,"3,6",67,1,Não,6
794,Ian da Luz,Feminino,34,Solteiro,Técnico,Curitiba,PR,Sul,CD Curitiba,Last Mile,Coordenador,Maria Julia Machado,2016-12-29,"9,5",14201,CLT,Presencial,Não,Ativo,Não,,4,"2,76",0,,1,21,34,3,68,2,Não,24
795,Maria Luiza Lopes,Feminino,35,Solteiro,Técnico,Brasília,DF,Centro-Oeste,CD Brasília,Operações,Conferente,Sr. Mathias Rocha,2025-05-28,"1,1",3013,CLT,Presencial,Não,Ativo,Não,,3,"1,03",0,,7,-19,18,"3,2",84,4,Não,1
796,Vitor Abreu,Feminino,53,Casado,Médio,Guarulhos,SP,Sudeste,CD Guarulhos,Last Mile,Coordenador,Ana Luiza Sá,2017-03-22,"9,3",15950,CLT,Presencial,Não,Ativo,Não,,2,"-0,2",10,Acidente,25,40,29,3,73,32,Não,30
797,Dra. Ana Clara Sampaio,Feminino,18,Solteiro,Médio,Brasília,DF,Centro-Oeste,CD Brasília,Operações,Supervisor,Luiz Henrique Montenegro,2016-03-14,"10,3",10834,CLT,Presencial,Sim,Inativo,Sim,Desligamento sem Justa Causa,3,"1,84",0,,0,25,25,"3,8",75,10,Não,24
798,João Vitor Viana,Masculino,27,Casado,Médio,Guarulhos,SP,Sudeste,CD Guarulhos,Operações,Supervisor,Liz Pereira,2025-08-09,"0,9",8411,CLT,Presencial,Não,Ativo,Não,,1,"1,45",0,,13,-13,32,"3,7",80,35,Não,2
799,João Miguel Teixeira,Feminino,30,Casado,Técnico,Goiânia,GO,Centro-Oeste,CD Goiânia,Transporte,Supervisor,Maria Helena Gonçalves,2023-08-16,"2,9",8678,CLT,Presencial,Não,Ativo,Não,,1,"2,95",0,,17,-5,14,"4,7",80,4,Não,19
800,Ana Melo,Feminino,33,Casado,Superior,Guarulhos,SP,Sudeste,CD Guarulhos,Last Mile,Supervisor,Vitor Câmara,2018-02-11,"8,4",10534,CLT,Híbrido,Não,Ativo,Não,,2,"4,29",2,INSS,42,28,26,"3,2",70,19,Não,24
801,Matteo Vieira,Feminino,51,Casado,Técnico,São Paulo,SP,Sudeste,CD São Paulo,Centro de Distribuição,Supervisor,Laís Porto,2025-02-28,"1,3",9656,CLT,Presencial,Não,Ativo,Não,,2,"2,64",10,Acidente,56,32,20,"2,5",70,25,Não,20
802,Kaique Rocha,Feminino,40,Divorciado,Fundamental,Campinas,SP,Sudeste,CD Campinas,Operações,Conferente,Dra. Maria Fernanda Albuquerque,2022-01-04,"4,5",2712,CLT,Presencial,Não,Ativo,Não,,0,"3,44",0,,16,-11,27,"3,6",78,23,Não,0
803,Cecília Campos,Feminino,31,Casado,Técnico,Campinas,SP,Sudeste,CD Campinas,Last Mile,Supervisor,André Oliveira,2021-07-17,5,9308,CLT,Presencial,Não,Ativo,Não,,0,"1,43",2,Acidente,15,1,45,"4,1",81,37,Não,25
804,Maria Júlia Nascimento,Masculino,18,Casado,Fundamental,Brasília,DF,Centro-Oeste,CD Brasília,Transporte,Motorista,Antonella das Neves,2020-06-04,"6,1",3671,CLT,Presencial,Sim,Ativo,Não,,2,"3,53",0,,60,6,51,3,65,19,Não,15
805,Luiz Felipe Cunha,Masculino,33,Casado,Médio,Guarulhos,SP,Sudeste,CD Guarulhos,Financeiro,Assistente,Sophie Casa Grande,2018-08-23,"7,9",3236,CLT,Presencial,Sim,Ativo,Não,,1,"3,37",15,INSS,9,-3,28,"2,8",59,37,Não,4
806,Francisco Câmara,Masculino,36,Solteiro,Médio,Recife,PE,Nordeste,CD Recife,Centro de Distribuição,Conferente,Isis Correia,2025-06-06,"1,1",2901,CLT,Presencial,Não,Ativo,Não,,3,"4,28",0,,33,-1,26,"2,6",75,10,Não,12
807,Fernando Rios,Feminino,32,Casado,Pós,Guarulhos,SP,Sudeste,CD Guarulhos,Last Mile,Motorista,Ana Júlia Sá,2025-08-01,"0,9",2874,CLT,Presencial,Não,Ativo,Não,,4,"2,84",2,Licença Médica,48,-8,35,"3,3",79,15,Não,24
808,Nicole Ramos,Masculino,32,Divorciado,Médio,Goiânia,GO,Centro-Oeste,CD Goiânia,Operações,Conferente,Ana Sophia da Rocha,2021-07-14,5,2458,CLT,Presencial,Não,Ativo,Não,,0,"2,79",2,INSS,19,-6,16,"3,6",61,14,Não,24
809,Ana Lívia da Cunha,Feminino,32,Solteiro,Superior,Salvador,BA,Nordeste,CD Salvador,Financeiro,Analista,Gael Henrique Silveira,2019-02-13,"7,4",5330,CLT,Presencial,Não,Ativo,Não,,1,"3,28",0,,3,23,10,3,82,32,Não,2
810,Raquel Farias,Masculino,31,Solteiro,MBA,Salvador,BA,Nordeste,CD Salvador,Last Mile,Motorista,Sr. Isaac Brito,2021-08-06,"4,9",3467,CLT,Presencial,Não,Ativo,Não,,3,"4,97",2,INSS,22,32,26,"3,4",86,8,Não,30
811,Bernardo Correia,Feminino,46,Casado,Superior,Campinas,SP,Sudeste,CD Campinas,Centro de Distribuição,Auxiliar Operacional,Dr. Rael Farias,2022-12-06,"3,6",2190,CLT,Presencial,Não,Ativo,Não,,2,"3,97",2,Acidente,33,16,22,"3,5",70,24,Não,26
812,Lorena Sales,Feminino,34,Casado,Médio,Campinas,SP,Sudeste,CD Campinas,Centro de Distribuição,Conferente,Daniela Nunes,2018-10-14,"7,7",2491,CLT,Híbrido,Sim,Ativo,Não,,2,"1,66",15,Acidente,18,27,51,"2,8",56,26,Não,9
813,Maria Clara Dias,Feminino,19,Solteiro,Médio,Salvador,BA,Nordeste,CD Salvador,Last Mile,Coordenador,Eloá Abreu,2023-07-16,3,13349,CLT,Presencial,Não,Ativo,Não,,2,"4,49",0,,41,14,58,"4,3",63,32,Sim,18
814,Sr. Henry Silva,Feminino,21,Solteiro,Médio,Goiânia,GO,Centro-Oeste,CD Goiânia,Operações,Auxiliar Operacional,Dra. Maya da Mota,2025-03-15,"1,3",1975,CLT,Presencial,Não,Ativo,Não,,2,"0,91",5,INSS,11,-9,41,"3,8",70,3,Não,8
815,Sr. Lucas Mendes,Feminino,26,Divorciado,Técnico,Goiânia,GO,Centro-Oeste,CD Goiânia,Transporte,Motorista,Melissa Fogaça,2018-01-25,"8,4",3529,CLT,Presencial,Não,Ativo,Não,,0,"3,02",10,INSS,57,11,38,"4,4",74,20,Sim,2
816,Ryan Novaes,Masculino,41,Casado,Pós,Goiânia,GO,Centro-Oeste,CD Goiânia,Centro de Distribuição,Auxiliar Operacional,Erick Ramos,2023-06-21,3,2518,CLT,Presencial,Não,Ativo,Não,,2,"2,69",5,Acidente,1,3,37,"4,5",83,23,Sim,14
817,Anna Liz da Mota,Feminino,48,Divorciado,Fundamental,Goiânia,GO,Centro-Oeste,CD Goiânia,Last Mile,Motorista,Vitor Gabriel Costa,2017-09-01,"8,8",3460,Temporário,Presencial,Não,Ativo,Não,,2,"4,64",0,,21,-14,22,"2,5",84,22,Não,20
818,Breno Siqueira,Masculino,28,Solteiro,Médio,Guarulhos,SP,Sudeste,CD Guarulhos,Operações,Auxiliar Operacional,Antony Montenegro,2023-10-14,"2,7",1949,CLT,Presencial,Não,Inativo,Sim,Pedido de Demissão,3,"3,03",0,,10,-13,60,"3,2",85,0,Não,15
819,Ana Pacheco,Feminino,38,Casado,Superior,Curitiba,PR,Sul,CD Curitiba,Last Mile,Coordenador,Maria Luiza Vargas,2025-06-09,"1,1",11224,CLT,Presencial,Não,Ativo,Não,,3,"3,36",5,Acidente,29,-18,32,"3,8",78,25,Não,28
820,Hadassa Andrade,Feminino,29,Casado,Técnico,São Paulo,SP,Sudeste,CD São Paulo,Operações,Auxiliar Operacional,Joana Nogueira,2021-06-06,"5,1",2306,CLT,Presencial,Não,Ativo,Não,,1,"2,19",2,Acidente,35,29,33,"3,2",77,18,Não,6
821,Olivia Rezende,Masculino,41,Solteiro,Técnico,Campinas,SP,Sudeste,CD Campinas,Operações,Supervisor,Luiz Otávio Gonçalves,2019-06-07,"7,1",9163,CLT,Híbrido,Não,Ativo,Não,,1,"4,2",0,,24,-9,33,"3,2",70,39,Não,20
822,João Vitor Carvalho,Feminino,33,Casado,Técnico,São Paulo,SP,Sudeste,CD São Paulo,Operações,Supervisor,Sarah Moraes,2023-05-07,"3,2",8116,CLT,Presencial,Não,Ativo,Não,,3,"2,94",0,,22,38,33,"3,3",44,1,Não,26
823,Miguel Fonseca,Masculino,48,Solteiro,Médio,Recife,PE,Nordeste,CD Recife,Last Mile,Motorista,Alexia Ribeiro,2026-03-11,"0,3",3674,CLT,Híbrido,Não,Ativo,Não,,5,"3,66",10,Acidente,54,16,49,"3,6",88,3,Não,14
824,Enzo Sá,Feminino,37,Casado,Médio,Goiânia,GO,Centro-Oeste,CD Goiânia,Atendimento,Analista,Cecilia Machado,2020-01-08,"6,5",6231,CLT,Presencial,Não,Ativo,Não,,2,"3,24",15,Licença Médica,20,27,36,"3,6",57,35,Não,0
825,Felipe Nunes,Masculino,29,Casado,Médio,Goiânia,GO,Centro-Oeste,CD Goiânia,Tecnologia,Analista Sênior,Clara Sousa,2019-06-21,7,7318,Temporário,Presencial,Não,Ativo,Não,,3,"3,28",2,Licença Médica,19,16,25,"3,5",73,20,Não,23
826,Sra. Maria Alice Aparecida,Masculino,25,Solteiro,Médio,Curitiba,PR,Sul,CD Curitiba,Transporte,Motorista,Ryan da Conceição,2017-04-23,"9,2",2945,CLT,Presencial,Não,Ativo,Não,,0,"1,63",0,,8,38,43,"3,5",77,18,Não,29
827,João Freitas,Feminino,40,Solteiro,Médio,Guarulhos,SP,Sudeste,CD Guarulhos,Centro de Distribuição,Conferente,Asafe Rios,2023-09-12,"2,8",2480,CLT,Presencial,Não,Ativo,Não,,3,"3,84",0,,26,0,17,"3,2",91,6,Não,8
828,Valentim Vieira,Masculino,56,Casado,Superior,Brasília,DF,Centro-Oeste,CD Brasília,Comercial,Gerente,Dr. Ravy Marques,2020-06-27,6,18675,CLT,Presencial,Não,Ativo,Não,,2,"2,61",2,Licença Médica,29,10,26,"3,7",74,2,Não,25
829,Asafe Rezende,Feminino,25,Solteiro,Médio,Salvador,BA,Nordeste,CD Salvador,Last Mile,Supervisor,Sr. Vicente Porto,2025-05-05,"1,2",9949,CLT,Presencial,Não,Ativo,Não,,1,"4,27",5,Licença Médica,28,25,47,"4,1",78,32,Não,17
830,João Pacheco,Masculino,48,Solteiro,Médio,Brasília,DF,Centro-Oeste,CD Brasília,Atendimento,Supervisor,Emanuella Garcia,2023-01-04,"3,5",8127,CLT,Presencial,Não,Inativo,Sim,Fim de Contrato,1,"1,73",2,Acidente,14,37,45,"3,2",61,27,Não,3
831,Maria Flor Fonseca,Feminino,23,Casado,Superior,Recife,PE,Nordeste,CD Recife,Centro de Distribuição,Conferente,Ana Vitória Moreira,2016-04-16,"10,2",2921,CLT,Presencial,Não,Ativo,Não,,1,"3,4",0,,24,39,30,3,68,37,Não,10
832,Marcos Vinicius Câmara,Masculino,24,Casado,MBA,Curitiba,PR,Sul,CD Curitiba,Transporte,Motorista,Maria Luiza Fogaça,2020-10-14,"5,7",3467,CLT,Presencial,Não,Ativo,Não,,1,"2,6",15,Licença Médica,20,-8,43,"2,6",67,28,Não,8
833,Dr. Rodrigo Pereira,Masculino,30,Solteiro,Superior,Salvador,BA,Nordeste,CD Salvador,Operações,Auxiliar Operacional,Theodoro Carvalho,2021-08-11,"4,9",2278,CLT,Presencial,Não,Ativo,Não,,3,"3,76",2,Acidente,32,8,42,"3,7",69,23,Não,24
834,Eloah da Conceição,Feminino,32,Casado,Superior,Salvador,BA,Nordeste,CD Salvador,Operações,Auxiliar Operacional,Théo Ramos,2019-06-14,"7,1",2222,CLT,Presencial,Não,Ativo,Não,,1,"1,09",0,,10,18,19,"3,5",71,9,Não,19
835,Heitor Cassiano,Masculino,18,Casado,Superior,Salvador,BA,Nordeste,CD Salvador,Operações,Auxiliar Operacional,Emanuel Fonseca,2020-03-10,"6,3",2185,CLT,Presencial,Sim,Inativo,Sim,Fim de Contrato,4,"2,23",5,INSS,1,-11,54,"4,2",65,30,Não,24
836,Bárbara Ribeiro,Masculino,33,Casado,Médio,Guarulhos,SP,Sudeste,CD Guarulhos,Centro de Distribuição,Conferente,Oliver Farias,2024-01-27,"2,4",2517,Aprendiz,Presencial,Não,Ativo,Não,,2,"1,64",0,,21,24,38,4,63,23,Não,26
837,Srta. Rafaela Rocha,Feminino,18,Divorciado,Superior,Curitiba,PR,Sul,CD Curitiba,Comercial,Gerente,Pietra Costela,2026-04-05,"0,2",22158,CLT,Presencial,Não,Ativo,Não,,4,"3,93",0,,19,40,23,"3,8",60,24,Não,10
838,Elisa Ramos,Feminino,39,Solteiro,Médio,São Paulo,SP,Sudeste,CD São Paulo,Atendimento,Supervisor,Alícia da Cruz,2020-12-23,"5,5",7896,CLT,Presencial,Não,Ativo,Não,,0,"3,61",10,Acidente,39,36,22,"3,4",76,36,Não,13
839,Davi Lucas Oliveira,Masculino,50,Casado,Fundamental,Guarulhos,SP,Sudeste,CD Guarulhos,Last Mile,Coordenador,Elisa Carvalho,2019-01-06,"7,5",14576,CLT,Presencial,Não,Ativo,Não,,0,"4,01",15,Licença Médica,56,9,41,"2,6",86,35,Não,12
840,Sophie Aparecida,Masculino,27,Casado,Técnico,Campinas,SP,Sudeste,CD Campinas,Operações,Supervisor,Clara Araújo,2018-12-13,"7,6",7743,CLT,Presencial,Não,Ativo,Não,,1,"2,65",2,INSS,17,-1,41,"3,8",61,34,Não,12
841,José Pedro Cirino,Masculino,30,Casado,Superior,Brasília,DF,Centro-Oeste,CD Brasília,Financeiro,Coordenador,Maria Luiza Peixoto,2018-10-19,"7,7",15972,CLT,Presencial,Não,Ativo,Não,,2,"2,77",2,Licença Médica,51,7,26,"3,2",68,8,Não,20
842,Allana Silveira,Masculino,45,Solteiro,Superior,Campinas,SP,Sudeste,CD Campinas,Atendimento,Analista,Dra. Larissa Barros,2025-06-08,"1,1",6892,Temporário,Presencial,Não,Inativo,Sim,Fim de Contrato,1,"3,56",0,,19,32,54,"3,9",73,20,Não,27
843,Pietro Pereira,Masculino,36,Solteiro,Superior,Salvador,BA,Nordeste,CD Salvador,Centro de Distribuição,Conferente,Rafaela Cavalcante,2025-05-28,"1,1",2731,CLT,Presencial,Não,Ativo,Não,,3,"1,51",2,Acidente,3,4,43,"3,6",76,8,Não,8
844,Noah Peixoto,Feminino,30,Casado,Superior,Recife,PE,Nordeste,CD Recife,Centro de Distribuição,Supervisor,Fernando Pinto,2018-09-24,"7,8",7044,CLT,Presencial,Não,Ativo,Não,,1,"3,32",10,Acidente,8,24,54,"3,3",100,23,Não,23
845,Sophia da Luz,Feminino,49,Divorciado,Médio,Recife,PE,Nordeste,CD Recife,Centro de Distribuição,Auxiliar Operacional,Luigi Marques,2016-10-14,"9,7",1970,CLT,Presencial,Não,Ativo,Não,,4,"5,22",15,Licença Médica,17,-8,45,"3,4",62,16,Não,14
846,Ana Lívia da Conceição,Masculino,40,Casado,Técnico,Curitiba,PR,Sul,CD Curitiba,Atendimento,Supervisor,Maria Isis Cardoso,2025-06-13,1,8824,CLT,Híbrido,Não,Ativo,Não,,1,"4,36",2,Licença Médica,19,-7,24,"2,8",80,32,Não,9
847,Antony Costa,Feminino,26,Divorciado,Médio,Goiânia,GO,Centro-Oeste,CD Goiânia,Operações,Supervisor,Sofia Rodrigues,2018-03-13,"8,3",10255,CLT,Presencial,Não,Ativo,Não,,3,"3,85",0,,52,18,12,"4,2",61,9,Não,2
848,Clarice Pereira,Feminino,37,Casado,Superior,Campinas,SP,Sudeste,CD Campinas,Operações,Conferente,Felipe Melo,2023-07-15,3,2923,CLT,Presencial,Não,Ativo,Não,,3,"1,08",0,,32,8,55,"3,5",80,27,Não,29
849,Ana Carolina Viana,Feminino,43,Solteiro,Técnico,Curitiba,PR,Sul,CD Curitiba,Last Mile,Supervisor,Sarah Sá,2020-09-12,"5,8",10831,CLT,Presencial,Não,Ativo,Não,,1,"2,32",5,Acidente,24,23,24,"4,4",58,15,Sim,12
850,Caleb Mendes,Feminino,27,Casado,Médio,Goiânia,GO,Centro-Oeste,CD Goiânia,RH,Coordenador,Caroline Pereira,2019-09-17,"6,8",13870,CLT,Híbrido,Não,Ativo,Não,,2,"0,95",15,INSS,7,29,38,4,93,35,Não,26
851,Agatha Vasconcelos,Masculino,37,Casado,Médio,Brasília,DF,Centro-Oeste,CD Brasília,Atendimento,Analista,Marina Moreira,2021-06-08,"5,1",6833,CLT,Híbrido,Não,Ativo,Não,,3,"3,3",0,,46,-18,45,"3,2",71,25,Não,28
852,Maria Eduarda Aparecida,Masculino,23,Casado,Superior,Guarulhos,SP,Sudeste,CD Guarulhos,Financeiro,Analista,Dra. Mariane da Conceição,2019-08-12,"6,9",6099,CLT,Híbrido,Não,Ativo,Não,,6,"2,23",2,INSS,9,9,29,"4,3",67,1,Não,17
853,Maria Helena Ferreira,Masculino,34,Casado,Médio,Brasília,DF,Centro-Oeste,CD Brasília,Operações,Auxiliar Operacional,Beatriz Lima,2022-08-13,"3,9",2033,CLT,Presencial,Não,Ativo,Não,,4,"2,13",10,Licença Médica,47,25,38,"3,3",77,34,Não,26
854,José Miguel Mendes,Masculino,38,Solteiro,Fundamental,Recife,PE,Nordeste,CD Recife,Jurídico,Gerente,Bryan da Paz,2022-12-09,"3,6",21614,CLT,Presencial,Não,Inativo,Sim,Fim de Contrato,3,"2,35",2,Acidente,0,-10,16,"3,6",81,27,Não,24
855,Ísis Jesus,Masculino,33,Casado,Superior,Salvador,BA,Nordeste,CD Salvador,Atendimento,Supervisor,Gabriel Abreu,2020-01-14,"6,5",9659,CLT,Presencial,Não,Ativo,Não,,2,"3,57",2,Licença Médica,32,33,14,"3,2",72,8,Não,1
856,Dra. Alana Oliveira,Feminino,28,Casado,Médio,Curitiba,PR,Sul,CD Curitiba,Centro de Distribuição,Supervisor,Bárbara Moreira,2022-09-17,"3,8",8873,CLT,Presencial,Não,Ativo,Não,,2,"1,25",2,Licença Médica,16,29,31,"3,1",70,34,Não,16
